step,epoch,phase,layer,weight_delta_abs,weight_delta_rel,grad_cossim_safety_vs_math,cossim_intra_math,cossim_intra_safety,train_loss
50,1,finetune,layer_16.mlp_down,0.1039167270064354,0.0030538977355442816,-0.005143540445715189,0.012983901600819081,0.2850710116326809,0.990466758608818
50,1,finetune,layer_17.attn_o,0.04044996574521065,0.0017195739546180288,-0.000970032881014049,0.012026193551719189,0.2909284122288227,0.990466758608818
50,1,finetune,layer_17.mlp_down,0.10567694157361984,0.003122531293349884,-0.007446052506566048,0.010945088521111757,0.2959551699459553,0.990466758608818
50,1,finetune,layer_18.attn_o,0.039747077971696854,0.0016389146403998957,-0.003804844804108143,0.0041405698138987646,0.334661565721035,0.990466758608818
50,1,finetune,layer_18.mlp_down,0.10585266351699829,0.003101279636693186,-0.002775816945359111,0.005465134265250526,0.1804593950510025,0.990466758608818
50,1,finetune,layer_19.attn_o,0.04451980069279671,0.001881992638159839,-0.007087922655045986,0.002210539641964715,0.34988685697317123,0.990466758608818
50,1,finetune,layer_19.mlp_down,0.10488536208868027,0.0030432848621968402,-0.0055116224102675915,-0.00117396440327866,0.15817060135304928,0.990466758608818
50,1,finetune,layer_20.attn_o,0.041684526950120926,0.001732545581572919,-0.0012176217278465629,0.000638538011116907,0.19938353821635246,0.990466758608818
50,1,finetune,layer_20.mlp_down,0.10166864097118378,0.0029303339855948738,-0.005479401908814907,-0.0030177355511114,0.15566529147326946,0.990466758608818
50,1,finetune,layer_21.attn_o,0.048524610698223114,0.0020593870873038458,-0.0001585422724019736,-0.010269561666063964,0.27810355834662914,0.990466758608818
50,1,finetune,layer_21.mlp_down,0.10150306671857834,0.0029057743624361465,-0.006015302147716284,-0.004914615390589461,0.23050590977072716,0.990466758608818
50,1,finetune,layer_22.attn_o,0.040600623935461044,0.001685438829134358,0.003442826448008418,-0.006586746196262538,0.37249406054615974,0.990466758608818
50,1,finetune,layer_22.mlp_down,0.09947986900806427,0.0028359671426527685,-0.004894015844911337,-0.004672123031923547,0.24435840547084808,0.990466758608818
50,1,finetune,layer_23.attn_o,0.04652674123644829,0.0019018144630865324,-0.0011693841079249978,-0.0062314707320183516,0.2793894335627556,0.990466758608818
50,1,finetune,layer_23.mlp_down,0.10198753327131271,0.0029171945400353412,-0.0054903714917600155,-0.005265100160613656,0.2522776238620281,0.990466758608818
50,1,finetune,layer_24.attn_o,0.053384099155664444,0.00222512279736733,0.005436939653009176,-0.0063765893573872745,0.2401623371988535,0.990466758608818
50,1,finetune,layer_24.mlp_down,0.10695615410804749,0.0030895371346685726,0.01577245630323887,-0.004164146026596427,0.2577889747917652,0.990466758608818
50,1,finetune,layer_25.attn_o,0.049718230962753296,0.0022239745438861333,0.010289809666574001,-0.014827137812972069,0.26368631422519684,0.990466758608818
50,1,finetune,layer_25.mlp_down,0.11663801223039627,0.00360797218096953,-0.015763765200972557,-0.033317966386675835,0.27974872663617134,0.990466758608818
100,1,finetune,layer_0.attn_o,0.08550195395946503,0.0036767098222921742,0.005696339998394251,-0.007180905144196004,0.3810022845864296,0.9832406789064407
100,1,finetune,layer_0.mlp_down,0.20614543557167053,0.005837599914196287,0.002256829757243395,-0.004921159903460648,0.27126477286219597,0.9832406789064407
100,1,finetune,layer_1.attn_o,0.08549074828624725,0.003541123156646402,7.664704025955871e-05,-0.0010667261813068762,0.30816934257745743,0.9832406789064407
100,1,finetune,layer_1.mlp_down,0.21097029745578766,0.00601153397421847,0.004106112290173769,0.0012053510872647166,0.3039023354649544,0.9832406789064407
100,1,finetune,layer_2.attn_o,0.0849730521440506,0.0036103728932666396,0.0005333935259841383,0.002710594329982996,0.23984046280384064,0.9832406789064407
100,1,finetune,layer_2.mlp_down,0.20570068061351776,0.005930437110494298,0.00411396287381649,0.002262467416585423,0.25159818306565285,0.9832406789064407
100,1,finetune,layer_3.attn_o,0.08122450858354568,0.003449251229713397,0.014891291968524456,0.01125803345348686,0.29675639793276787,0.9832406789064407
100,1,finetune,layer_3.mlp_down,0.20455609261989594,0.005846170622893299,0.012046224437654018,0.005532276089070365,0.30544378235936165,0.9832406789064407
100,1,finetune,layer_4.attn_o,0.08367037773132324,0.0035935544961110876,0.01682947389781475,0.008268379198852926,0.29134493693709373,0.9832406789064407
100,1,finetune,layer_4.mlp_down,0.21180327236652374,0.006188895384619405,0.011326382867991924,0.00570005300687626,0.3170985206961632,0.9832406789064407
100,1,finetune,layer_5.attn_o,0.083219975233078,0.0034204187479895485,0.02078193798661232,0.005378126457799226,0.3105102404952049,0.9832406789064407
100,1,finetune,layer_5.mlp_down,0.21813586354255676,0.006449705804046217,0.004195054527372122,0.0024521544692106545,0.2589329332113266,0.9832406789064407
100,1,finetune,layer_6.attn_o,0.08896606415510178,0.003940907130228226,0.017551269382238388,0.0008269746322184801,0.35629788041114807,0.9832406789064407
100,1,finetune,layer_6.mlp_down,0.22044223546981812,0.006433109136494795,0.0016084626549854875,0.005495655059348792,0.2935806028544903,0.9832406789064407
100,1,finetune,layer_7.attn_o,0.08015286177396774,0.003236444034650302,0.011396926827728748,0.005347116792108864,0.29085373133420944,0.9832406789064407
100,1,finetune,layer_7.mlp_down,0.2151472568511963,0.006260258328677695,0.007071605883538723,0.007910200161859393,0.2567131370306015,0.9832406789064407
100,1,finetune,layer_8.attn_o,0.08625786751508713,0.003573773367066111,0.011187928728759289,0.015153972548432648,0.3563336320221424,0.9832406789064407
100,1,finetune,layer_8.mlp_down,0.2236473560333252,0.0065041972108897715,0.0027676245663315058,0.007575288855150575,0.27870191633701324,0.9832406789064407
100,1,finetune,layer_9.attn_o,0.08441776782274246,0.003398593932324269,0.005836887750774622,0.007292016642168164,0.31915201991796494,0.9832406789064407
100,1,finetune,layer_9.mlp_down,0.22714465856552124,0.006683331729225723,0.018956420943140984,0.014234596397727728,0.38076256960630417,0.9832406789064407
100,1,finetune,layer_10.attn_o,0.08719843626022339,0.0036811909901066997,0.030615152791142464,0.014300547598395497,0.38626979291439056,0.9832406789064407
100,1,finetune,layer_10.mlp_down,0.23019526898860931,0.006842405346916954,0.025490665808320045,0.009062105178600177,0.4117540121078491,0.9832406789064407
100,1,finetune,layer_11.attn_o,0.08488523215055466,0.0034551033452370067,0.01673700101673603,0.0023900287633296102,0.3624289520084858,0.9832406789064407
100,1,finetune,layer_11.mlp_down,0.23080535233020782,0.006945950660255124,0.016607418656349182,0.010921335080638528,0.43924500048160553,0.9832406789064407
100,1,finetune,layer_12.attn_o,0.0888451486825943,0.003689252680226592,0.025212235748767853,0.010437671677209437,0.4522281885147095,0.9832406789064407
100,1,finetune,layer_12.mlp_down,0.2346632480621338,0.007079258371176472,0.02431466430425644,0.008967867586761713,0.461453840136528,0.9832406789064407
100,1,finetune,layer_13.attn_o,0.08847223222255707,0.0036648439748679165,0.021786358207464218,0.008598025306127965,0.33788083493709564,0.9832406789064407
100,1,finetune,layer_13.mlp_down,0.2347743660211563,0.007059527376495578,0.022963549941778183,-0.00023442693054676056,0.4562239497900009,0.9832406789064407
100,1,finetune,layer_14.attn_o,0.08725608885288239,0.0037140888727171775,0.016578832641243935,0.002508804202079773,0.4191705659031868,0.9832406789064407
100,1,finetune,layer_14.mlp_down,0.23834854364395142,0.007138289488310515,0.010705245658755302,-0.002063701453153044,0.43649403005838394,0.9832406789064407
100,1,finetune,layer_15.attn_o,0.08855113387107849,0.0037831113324913635,0.011965900659561157,-0.005796031386125833,0.3988107815384865,0.9832406789064407
100,1,finetune,layer_15.mlp_down,0.2387903481721878,0.007087590441922212,0.009581953287124634,-0.0021928304922766984,0.35517602413892746,0.9832406789064407
100,1,finetune,layer_16.attn_o,0.08680767565965652,0.003637487570426272,0.0020321367774158716,-0.0027760490775108337,0.23987587168812752,0.9832406789064407
100,1,finetune,layer_16.mlp_down,0.23325149714946747,0.0068547592213974206,0.003476901678368449,-6.601569475606084e-05,0.36380860954523087,0.9832406789064407
100,1,finetune,layer_17.attn_o,0.08887674659490585,0.003778250760320214,0.00042580364970490336,0.0016079228080343455,0.3702026456594467,0.9832406789064407
100,1,finetune,layer_17.mlp_down,0.23298577964305878,0.006884220218442202,0.002197007415816188,0.005283178077661432,0.3756682947278023,0.9832406789064407
100,1,finetune,layer_18.attn_o,0.09083475172519684,0.00374544037929281,-0.0029015999753028154,0.0061449488857761025,0.3944174647331238,0.9832406789064407
100,1,finetune,layer_18.mlp_down,0.22852341830730438,0.006695276826659249,0.002413718029856682,0.002078597377476399,0.25574883818626404,0.9832406789064407
100,1,finetune,layer_19.attn_o,0.09087318181991577,0.0038414927977227296,0.007753740530461073,0.01002375953248702,0.4319721460342407,0.9832406789064407
100,1,finetune,layer_19.mlp_down,0.22541622817516327,0.006540506239138907,0.003976033069193363,0.006271904683671892,0.23323332145810127,0.9832406789064407
100,1,finetune,layer_20.attn_o,0.0847979262471199,0.0035244772670661277,0.0037043250631541014,0.004711004439741373,0.264353945851326,0.9832406789064407
100,1,finetune,layer_20.mlp_down,0.22348473966121674,0.006441349009386441,0.0026282237377017736,-0.00036886229645460844,0.26228317245841026,0.9832406789064407
100,1,finetune,layer_21.attn_o,0.08760190010070801,0.003717826943209449,-0.001041732495650649,0.009329695836640894,0.3060259073972702,0.9832406789064407
100,1,finetune,layer_21.mlp_down,0.22136303782463074,0.006337045626046478,0.0017178403213620186,0.003565480699762702,0.3278447054326534,0.9832406789064407
100,1,finetune,layer_22.attn_o,0.08888647705316544,0.0036899123464844822,-0.006311542820185423,0.005974216444883496,0.4712601378560066,0.9832406789064407
100,1,finetune,layer_22.mlp_down,0.21936774253845215,0.006253712418525081,0.0010260770795866847,0.0011784131347667426,0.32269490137696266,0.9832406789064407
100,1,finetune,layer_23.attn_o,0.08999854326248169,0.0036787514701117014,0.004023950081318617,-0.0005059954710304737,0.39153068512678146,0.9832406789064407
100,1,finetune,layer_23.mlp_down,0.22121086716651917,0.006327376432301516,0.003818521974608302,0.0031972386641427875,0.3612753860652447,0.9832406789064407
100,1,finetune,layer_24.attn_o,0.08816461265087128,0.003674819009374825,0.003228413639590144,0.004845578063395806,0.2714361175894737,0.9832406789064407
100,1,finetune,layer_24.mlp_down,0.22941496968269348,0.006626866134505898,0.0007679167902097106,-0.0018175825534854084,0.3481459692120552,0.9832406789064407
100,1,finetune,layer_25.attn_o,0.09475328773260117,0.004238460097519862,-0.00842611026018858,2.12622107937932e-05,0.36297864466905594,0.9832406789064407
100,1,finetune,layer_25.mlp_down,0.242655411362648,0.0075060315672785295,-0.03359505161643028,-0.0008766015525907278,0.361538864672184,0.9832406789064407
150,1,finetune,layer_0.attn_o,0.12097197026014328,0.005201966311619809,0.039326563477516174,-0.00457767496118322,0.4062507376074791,0.8874600976705551
150,1,finetune,layer_0.mlp_down,0.3102611303329468,0.008785842698024767,0.015131798572838306,0.007701620168518275,0.293423131108284,0.8874600976705551
150,1,finetune,layer_1.attn_o,0.12375444173812866,0.005126043609353094,0.03154818341135979,0.00267580320360139,0.32360051572322845,0.8874600976705551
150,1,finetune,layer_1.mlp_down,0.3212536871433258,0.009153931835187777,0.01037380937486887,-0.0034012060204986483,0.2868010625243187,0.8874600976705551
150,1,finetune,layer_2.attn_o,0.12238439917564392,0.005199913601087014,0.013932028785347939,-0.0068240424152463675,0.1981094852089882,0.8874600976705551
150,1,finetune,layer_2.mlp_down,0.3092358112335205,0.008915319037834383,0.010747126303613186,-0.0021143842095625587,0.23913156986236572,0.8874600976705551
150,1,finetune,layer_3.attn_o,0.11506184190511703,0.0048861762403605655,0.019737740978598595,-0.008508255850756541,0.32487308979034424,0.8874600976705551
150,1,finetune,layer_3.mlp_down,0.3030473291873932,0.00866094377252237,0.019276844337582588,-0.006572990329004824,0.3206786699593067,0.8874600976705551
150,1,finetune,layer_4.attn_o,0.11339764297008514,0.004870305202081374,0.017575811594724655,-0.011123865144327283,0.313591331243515,0.8874600976705551
150,1,finetune,layer_4.mlp_down,0.30872371792793274,0.00902082504780962,0.0030887373723089695,-0.01711065578274429,0.3117734529078007,0.8874600976705551
150,1,finetune,layer_5.attn_o,0.11747288703918457,0.0048282416462246455,0.013549129478633404,-0.022558080265298486,0.36145227402448654,0.8874600976705551
150,1,finetune,layer_5.mlp_down,0.31278395652770996,0.009248131976186652,0.004859221633523703,-0.012222727295011282,0.2822818122804165,0.8874600976705551
150,1,finetune,layer_6.attn_o,0.12210547924041748,0.005408880403710468,-0.001871505519375205,-0.02372034126892686,0.42608609795570374,0.8874600976705551
150,1,finetune,layer_6.mlp_down,0.3151886463165283,0.00919798944018294,0.00010229752660961822,-0.017408517189323902,0.31593118607997894,0.8874600976705551
150,1,finetune,layer_7.attn_o,0.11451377719640732,0.004623877716696094,0.0009724136325530708,-0.0126623576215934,0.3648241236805916,0.8874600976705551
150,1,finetune,layer_7.mlp_down,0.3135281205177307,0.009122826628310121,-0.005515647120773792,-0.010370987263740972,0.296238224953413,0.8874600976705551
150,1,finetune,layer_8.attn_o,0.12137681245803833,0.0050287983914836685,-0.008776452392339706,-0.01829569722758606,0.4227356016635895,0.8874600976705551
150,1,finetune,layer_8.mlp_down,0.3040734827518463,0.008843116555271884,-0.0008274254505522549,-0.009718438886920922,0.3052663505077362,0.8874600976705551
150,1,finetune,layer_9.attn_o,0.11701048910617828,0.004710750194005589,-0.0022222416009753942,-0.010757272597402334,0.40527432411909103,0.8874600976705551
150,1,finetune,layer_9.mlp_down,0.31065279245376587,0.00914033564925209,-0.004905476234853268,-0.006657363381236792,0.43003687262535095,0.8874600976705551
150,1,finetune,layer_10.attn_o,0.12375213950872421,0.005224344957057523,-0.009530605748295784,-0.006988490407820791,0.4248354360461235,0.8874600976705551
150,1,finetune,layer_10.mlp_down,0.31597673892974854,0.009392128395007134,-0.008970716968178749,-0.008271314960438758,0.46950218081474304,0.8874600976705551
150,1,finetune,layer_11.attn_o,0.11917166411876678,0.0048506715827504,-0.0018032387597486377,-0.0061603970534633845,0.4612235352396965,0.8874600976705551
150,1,finetune,layer_11.mlp_down,0.3220103979110718,0.009690641400286823,-0.005824148189276457,-0.011410697246901691,0.49699635803699493,0.8874600976705551
150,1,finetune,layer_12.attn_o,0.12351488322019577,0.00512889453371556,-0.007690254598855972,-0.013691192376427352,0.513743169605732,0.8874600976705551
150,1,finetune,layer_12.mlp_down,0.32495006918907166,0.009802916895243447,0.007907389663159847,-0.00601489597465843,0.5261241346597672,0.8874600976705551
150,1,finetune,layer_13.attn_o,0.1255958527326584,0.005202632116885743,0.0066427383571863174,-0.009338625590316951,0.3747854381799698,0.8874600976705551
150,1,finetune,layer_13.mlp_down,0.3230111598968506,0.009712651249314922,0.011231827549636364,-0.01327808026690036,0.5255487412214279,0.8874600976705551
150,1,finetune,layer_14.attn_o,0.12522056698799133,0.005330057544103781,0.0090238768607378,-0.01210303301922977,0.5192359909415245,0.8874600976705551
150,1,finetune,layer_14.mlp_down,0.32228153944015503,0.009651927625427445,0.01597604714334011,-0.01414495799690485,0.49294381588697433,0.8874600976705551
150,1,finetune,layer_15.attn_o,0.12296327948570251,0.005253277738573553,0.016399061307311058,-0.005581540346611291,0.4711194559931755,0.8874600976705551
150,1,finetune,layer_15.mlp_down,0.3211403489112854,0.009531761772348882,0.01825030706822872,-0.0036064661107957363,0.4030461832880974,0.8874600976705551
150,1,finetune,layer_16.attn_o,0.12511888146400452,0.005242828101906972,0.011006244458258152,-0.007647893042303622,0.2899448908865452,0.8874600976705551
150,1,finetune,layer_16.mlp_down,0.3183183968067169,0.009354612519065945,0.010152998380362988,-0.006997199263423681,0.3984568864107132,0.8874600976705551
150,1,finetune,layer_17.attn_o,0.12994949519634247,0.005524297398216447,0.008224994875490665,-0.010271124076098204,0.38224947452545166,0.8874600976705551
150,1,finetune,layer_17.mlp_down,0.3222017288208008,0.009520273762149688,0.020844686776399612,-0.007136792002711445,0.4038379639387131,0.8874600976705551
150,1,finetune,layer_18.attn_o,0.1360998898744583,0.005611879293520978,0.012412358075380325,-0.0046030126104597,0.4263404905796051,0.8874600976705551
150,1,finetune,layer_18.mlp_down,0.3150133490562439,0.00922915893182103,0.012729109264910221,0.001062077993992716,0.28837843984365463,0.8874600976705551
150,1,finetune,layer_19.attn_o,0.12503808736801147,0.005285743084833349,0.02763119339942932,0.0003960991161875427,0.47416238486766815,0.8874600976705551
150,1,finetune,layer_19.mlp_down,0.31081563234329224,0.009018308701305424,0.014580964110791683,0.005074538756161928,0.2705293633043766,0.8874600976705551
150,1,finetune,layer_20.attn_o,0.1268579512834549,0.005272619754916485,0.014351723715662956,0.006483165081590414,0.2742832750082016,0.8874600976705551
150,1,finetune,layer_20.mlp_down,0.31190943717956543,0.008989887842431606,0.01547023095190525,0.0019828063959721476,0.26694516092538834,0.8874600976705551
150,1,finetune,layer_21.attn_o,0.11524353176355362,0.004890934954442333,0.028962615877389908,0.0025998696219176054,0.3558203727006912,0.8874600976705551
150,1,finetune,layer_21.mlp_down,0.31278470158576965,0.008954116194087456,0.019578473642468452,0.007300291210412979,0.3366277143359184,0.8874600976705551
150,1,finetune,layer_22.attn_o,0.12242547422647476,0.005082195818168047,0.02739129774272442,0.007425832562148571,0.5257625728845596,0.8874600976705551
150,1,finetune,layer_22.mlp_down,0.30773496627807617,0.008772804340527893,0.017046723514795303,0.006974614690989256,0.31142323464155197,0.8874600976705551
150,1,finetune,layer_23.attn_o,0.1283940076828003,0.005248184334152469,0.018406551331281662,0.012059794506058097,0.3885699510574341,0.8874600976705551
150,1,finetune,layer_23.mlp_down,0.3129318952560425,0.00895081519272223,0.018911810591816902,0.01704825460910797,0.3318587690591812,0.8874600976705551
150,1,finetune,layer_24.attn_o,0.12104398012161255,0.005045262600176567,0.021048573777079582,0.010991719318553805,0.3073398545384407,0.8874600976705551
150,1,finetune,layer_24.mlp_down,0.3246508836746216,0.009377766117820137,0.015050740912556648,0.008225341967772692,0.3033841662108898,0.8874600976705551
150,1,finetune,layer_25.attn_o,0.1305100917816162,0.005837918357895461,0.03079748898744583,0.005853271926753223,0.31449297443032265,0.8874600976705551
150,1,finetune,layer_25.mlp_down,0.3379341959953308,0.01045316686543451,0.03757520765066147,0.021293411817168817,0.2823076695203781,0.8874600976705551
200,1,finetune,layer_0.attn_o,0.1222039982676506,0.005254912938406491,0.034858591854572296,0.04754273779690266,0.3742597699165344,1.142848178744316
200,1,finetune,layer_0.mlp_down,0.31527867913246155,0.008927882182802426,-0.004161681979894638,0.019498553941957653,0.28972629085183144,1.142848178744316
200,1,finetune,layer_1.attn_o,0.12034329026937485,0.004984737796211461,0.005103756673634052,0.025649109855294228,0.317810520529747,1.142848178744316
200,1,finetune,layer_1.mlp_down,0.30993932485580444,0.008831475365777981,-0.008985891006886959,0.022868796717375517,0.30778832733631134,1.142848178744316
200,1,finetune,layer_2.attn_o,0.12518157064914703,0.005318741029396892,-0.005370025523006916,0.02126759779639542,0.2085920311510563,1.142848178744316
200,1,finetune,layer_2.mlp_down,0.3156954050064087,0.009101500134887437,-0.013092508539557457,0.015027199871838093,0.25814396888017654,1.142848178744316
200,1,finetune,layer_3.attn_o,0.12055106461048126,0.005119268885701544,-0.007761082146316767,0.035331790801137686,0.32520725578069687,1.142848178744316
200,1,finetune,layer_3.mlp_down,0.31661611795425415,0.00904866699289471,-0.0026072163600474596,0.032596704084426165,0.299723245203495,1.142848178744316
200,1,finetune,layer_4.attn_o,0.11876334995031357,0.005100738502813387,-0.004193111322820187,0.03724865987896919,0.29321226105093956,1.142848178744316
200,1,finetune,layer_4.mlp_down,0.31624943017959595,0.009240656380840604,-0.004624747671186924,0.026730941142886877,0.27627241238951683,1.142848178744316
200,1,finetune,layer_5.attn_o,0.11865280568599701,0.004876735073346917,-0.004856129176914692,0.030225462280213833,0.3253551460802555,1.142848178744316
200,1,finetune,layer_5.mlp_down,0.3231692910194397,0.009555120261105894,-0.00572939682751894,0.01556230173446238,0.2582666873931885,1.142848178744316
200,1,finetune,layer_6.attn_o,0.1256880760192871,0.005567554410108971,-0.0039002015255391598,0.032858049497008324,0.38723520934581757,1.142848178744316
200,1,finetune,layer_6.mlp_down,0.3106021285057068,0.009064071789777573,-0.0018691886216402054,0.02157086461011204,0.2977687120437622,1.142848178744316
200,1,finetune,layer_7.attn_o,0.11403238773345947,0.0046044265277595045,-0.005023055709898472,0.018189920694567263,0.3272383213043213,1.142848178744316
200,1,finetune,layer_7.mlp_down,0.30935338139533997,0.009001286985189013,-0.004958190489560366,0.008131253300234675,0.2649565003812313,1.142848178744316
200,1,finetune,layer_8.attn_o,0.1240818127989769,0.00514084527441575,-0.007385339587926865,0.014209718792699277,0.36850618571043015,1.142848178744316
200,1,finetune,layer_8.mlp_down,0.30234628915786743,0.008792811882625673,-0.006115660537034273,0.006132988375611603,0.26038796827197075,1.142848178744316
200,1,finetune,layer_9.attn_o,0.11731450259685516,0.004722978657762427,-0.0058839935809373856,0.010379307146649808,0.32905183732509613,1.142848178744316
200,1,finetune,layer_9.mlp_down,0.2974664270877838,0.00875230220063937,-0.003719805274158716,0.00971792038762942,0.36321302503347397,1.142848178744316
200,1,finetune,layer_10.attn_o,0.11604961007833481,0.004899160423251719,-0.004401967395097017,0.012640784960240126,0.3789712190628052,1.142848178744316
200,1,finetune,layer_10.mlp_down,0.3018483519554138,0.00897211459678841,-0.00390062527731061,0.013112708156768349,0.40335559099912643,1.142848178744316
200,1,finetune,layer_11.attn_o,0.11350176483392715,0.004619882632825989,0.0015096953138709068,0.007923689525341615,0.37839164584875107,1.142848178744316
200,1,finetune,layer_11.mlp_down,0.302527517080307,0.009104250943736451,-0.005900672171264887,0.0068260509870015085,0.4123023748397827,1.142848178744316
200,1,finetune,layer_12.attn_o,0.11220575869083405,0.004659275068277421,-0.001653703162446618,0.006951111601665616,0.4350176826119423,1.142848178744316
200,1,finetune,layer_12.mlp_down,0.3060782551765442,0.009233540647090923,0.00047994457418099046,0.008951437193900347,0.42638325691223145,1.142848178744316
200,1,finetune,layer_13.attn_o,0.12032724171876907,0.004984367995363707,-0.0015667825937271118,0.0005065766163170338,0.30547818914055824,1.142848178744316
200,1,finetune,layer_13.mlp_down,0.3110196590423584,0.009352031618360556,-0.005124055314809084,0.015182405710220337,0.4277951419353485,1.142848178744316
200,1,finetune,layer_14.attn_o,0.11702168732881546,0.004981059233342266,-0.002914717188104987,0.0074640808161348104,0.39252443611621857,1.142848178744316
200,1,finetune,layer_14.mlp_down,0.31412655115127563,0.009407654044662843,-0.011653431691229343,0.01645790529437363,0.38971272855997086,1.142848178744316
200,1,finetune,layer_15.attn_o,0.12514623999595642,0.005346522341294952,8.462161531497259e-06,0.009527127956971526,0.37093009799718857,1.142848178744316
200,1,finetune,layer_15.mlp_down,0.3164454698562622,0.0093923472058895,0.0011141207069158554,0.013786221243208274,0.3016100637614727,1.142848178744316
